Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,Full-time, Laos, >50K
Senior, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,Full-time, Puerto-Rico, <=50K
Middle-aged, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,Part-time, United-States, <=50K
Senior, State-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Senior, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Young, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Other, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Local-gov, HS-grad, Divorced, Protective-serv, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Full-time, El-Salvador, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, 12th, Widowed, Machine-op-inspct, Unmarried, White, Female,Full-time, Italy, <=50K
Young, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,Part-time, Philippines, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,Over-time, United-States, >50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,Too-much, United-States, <=50K
Senior, Private, 10th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Senior, Federal-gov, Some-college, Widowed, Other-service, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Old, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,Full-time, United-States, <=50K
Young, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,Full-time, Poland, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Young, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,Full-time, Puerto-Rico, <=50K
Old, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, France, >50K
Middle-aged, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Separated, Tech-support, Unmarried, White, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,Too-much, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Over-time, United-States, >50K
Senior, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,Part-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,Part-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, >50K
Senior, Private, Masters, Divorced, Sales, Not-in-family, White, Female,Full-time, United-States, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Old, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,Part-time, United-States, <=50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,Full-time, Mexico, <=50K
Middle-aged, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, 9th, Never-married, Other-service, Unmarried, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,Full-time, United-States, <=50K
Young, Private, 12th, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Male,Full-time, United-States, <=50K
Young, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Assoc-voc, Never-married, Adm-clerical, Other-relative, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, Greece, >50K
Old, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,Over-time, United-States, <=50K
Senior, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,Too-much, United-States, >50K
Senior, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,Full-time, United-States, >50K
Middle-aged, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Senior, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Male,Full-time, Iran, <=50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,Part-time, United-States, <=50K
Middle-aged, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Senior, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 12th, Never-married, Transport-moving, Not-in-family, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Full-time, Mexico, <=50K
Middle-aged, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Middle-aged, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Old, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Sales, Own-child, White, Male,Over-time, United-States, <=50K
Old, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,Over-time, United-States, >50K
Young, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,Part-time, United-States, <=50K
Young, Local-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,Full-time, United-States, <=50K
Senior, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, White, Female,Full-time, United-States, <=50K
Senior, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,Full-time, United-States, >50K
Middle-aged, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Male,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Old, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, <=50K
Young, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Over-time, United-States, >50K
Senior, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Full-time, United-States, >50K
Middle-aged, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, State-gov, Some-college, Never-married, Transport-moving, Own-child, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Sales, Own-child, White, Female,Too-much, United-States, <=50K
Senior, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, 10th, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Old, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Other-relative, White, Male,Too-much, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,Part-time, Mexico, <=50K
Young, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,Over-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 11th, Separated, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,Too-much, United-States, >50K
Senior, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Senior, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Young, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,Too-much, United-States, <=50K
Middle-aged, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,Part-time, United-States, <=50K
Young, Private, 11th, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, 7th-8th, Married-spouse-absent, Other-service, Not-in-family, White, Female,Full-time, Puerto-Rico, <=50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, 7th-8th, Never-married, Farming-fishing, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,Full-time, United-States, <=50K
Old, Private, Bachelors, Widowed, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,Full-time, Philippines, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
